"STATE__","BGN_DATE","BGN_TIME","TIME_ZONE","COUNTY","COUNTYNAME","STATE","EVTYPE","BGN_RANGE","BGN_AZI","BGN_LOCATI","END_DATE","END_TIME","COUNTY_END","COUNTYENDN","END_RANGE","END_AZI","END_LOCATI","LENGTH","WIDTH","F","MAG","FATALITIES","INJURIES","PROPDMG","PROPDMGEXP","CROPDMG","CROPDMGEXP","WFO","STATEOFFIC","ZONENAMES","LATITUDE","LONGITUDE","LATITUDE_E","LONGITUDE_","REMARKS","REFNUM"
1.00,8/22/1969 0:00:00,"1615","CST",3.00,"BALDWIN","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"1",0.00,0.00,0.00,0.03,"K",0.00,,,,,3042.00,8754.00,0.00,0.00,,795.00
1.00,12/30/1969 0:00:00,"1345","CST",15.00,"CALHOUN","AL","TORNADO",0.00,,,,,0.00,,0.00,,,8.60,100.00,"2",0.00,0.00,0.00,250.00,"K",0.00,,,,,3347.00,8603.00,3354.00,8600.00,,796.00
1.00,12/30/1969 0:00:00,"1345","CST",55.00,"ETOWAH","AL","TORNADO",0.00,,,,,0.00,,0.00,,,7.10,100.00,"2",0.00,0.00,2.00,250.00,"K",0.00,,,,,3354.00,8600.00,3400.00,8601.00,,797.00
1.00,12/30/1969 0:00:00,"1400","CST",55.00,"ETOWAH","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3400.00,8600.00,0.00,0.00,,798.00
1.00,2/1/1970 0:00:00,"1539","CST",97.00,"MOBILE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,51.00,0.00,0.00,0.00,,0.00,,,,,3042.00,8817.00,0.00,0.00,,799.00
1.00,2/1/1970 0:00:00,"1740","CST",63.00,"GREENE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3247.00,8754.00,0.00,0.00,,800.00
1.00,3/3/1970 0:00:00,"1500","CST",129.00,"WASHINGTON","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"2",0.00,0.00,0.00,25.00,"K",0.00,,,,,3128.00,8815.00,0.00,0.00,,801.00
1.00,3/11/1970 0:00:00,"1627","CST",67.00,"HENRY","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3136.00,8517.00,0.00,0.00,,802.00
1.00,3/11/1970 0:00:00,"1630","CST",5.00,"BARBOUR","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3142.00,8524.00,0.00,0.00,,803.00
1.00,3/17/1970 0:00:00,"1925","CST",57.00,"FAYETTE","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,75.00,0.00,0.00,0.00,,0.00,,,,,3342.00,8747.00,0.00,0.00,,804.00
1.00,3/19/1970 0:00:00,"0600","CST",65.00,"HALE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,1.00,33.00,"2",0.00,0.00,0.00,25.00,"K",0.00,,,,,3242.00,8736.00,0.00,0.00,,805.00
1.00,3/19/1970 0:00:00,"0852","CST",73.00,"JEFFERSON","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,100.00,0.00,0.00,0.00,,0.00,,,,,3342.00,8700.00,0.00,0.00,,806.00
1.00,3/19/1970 0:00:00,"0900","CST",125.00,"TUSCALOOSA","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3312.00,8735.00,0.00,0.00,,807.00
1.00,3/19/1970 0:00:00,"2308","CST",17.00,"CHAMBERS","AL","TORNADO",0.00,,,,,0.00,,0.00,,,2.00,200.00,"3",0.00,2.00,14.00,250.00,"K",0.00,,,,,3250.00,8512.00,0.00,0.00,,808.00
1.00,3/30/1970 0:00:00,"1030","CST",35.00,"CONECUH","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"1",0.00,0.00,0.00,0.25,"K",0.00,,,,,3117.00,8710.00,0.00,0.00,,809.00
1.00,4/1/1970 0:00:00,"0405","CST",73.00,"JEFFERSON","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,,,,3323.00,8700.00,0.00,0.00,,810.00
1.00,4/1/1970 0:00:00,"0410","CST",73.00,"JEFFERSON","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,100.00,0.00,0.00,0.00,,0.00,,,,,3323.00,8654.00,0.00,0.00,,811.00
1.00,4/1/1970 0:00:00,"0422","CST",117.00,"SHELBY","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,150.00,0.00,0.00,0.00,,0.00,,,,,3317.00,8647.00,0.00,0.00,,812.00
1.00,4/1/1970 0:00:00,"0535","CST",0.00,,"AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,75.00,0.00,0.00,0.00,,0.00,,,,,3335.00,8547.00,0.00,0.00,,813.00
1.00,4/1/1970 0:00:00,"1830","CST",59.00,"FRANKLIN","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3423.00,8805.00,0.00,0.00,,814.00
1.00,4/1/1970 0:00:00,"1930","CST",59.00,"FRANKLIN","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3430.00,8754.00,0.00,0.00,,815.00
1.00,4/1/1970 0:00:00,"2226","CST",89.00,"MADISON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,51.00,0.00,0.00,0.00,,0.00,,,,,3442.00,8635.00,0.00,0.00,,816.00
1.00,4/2/1970 0:00:00,"0045","CST",121.00,"TALLADEGA","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3335.00,8605.00,0.00,0.00,,817.00
1.00,4/2/1970 0:00:00,"0120","CST",55.00,"ETOWAH","AL","TORNADO",0.00,,,,,0.00,,0.00,,,6.10,200.00,"2",0.00,0.00,0.00,250.00,"K",0.00,,,,,3357.00,8557.00,3400.00,8552.00,,818.00
1.00,4/2/1970 0:00:00,"0230","CST",47.00,"DALLAS","AL","TORNADO",0.00,,,,,0.00,,0.00,,,5.60,300.00,"2",0.00,0.00,0.00,250.00,"K",0.00,,,,,3240.00,8655.00,3242.00,8650.00,,819.00
1.00,4/13/1970 0:00:00,"1515","CST",71.00,"JACKSON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3442.00,8600.00,0.00,0.00,,820.00
1.00,4/19/1970 0:00:00,"1811","CST",0.00,,"AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,61.00,0.00,0.00,0.00,,0.00,,,,,3335.00,8547.00,0.00,0.00,,821.00
1.00,4/19/1970 0:00:00,"1930","CST",5.00,"BARBOUR","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3154.00,8511.00,0.00,0.00,,822.00
1.00,4/24/1970 0:00:00,"0630","CST",89.00,"MADISON","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.50,33.00,"2",0.00,0.00,0.00,0.00,"K",0.00,,,,,3445.00,8636.00,0.00,0.00,,823.00
1.00,4/26/1970 0:00:00,"0800","CST",89.00,"MADISON","AL","TORNADO",0.00,,,,,0.00,,0.00,,,8.60,50.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3457.00,8639.00,3457.00,8630.00,,824.00
1.00,4/26/1970 0:00:00,"0935","CST",117.00,"SHELBY","AL","TORNADO",0.00,,,,,0.00,,0.00,,,3.30,300.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3324.00,8624.00,3325.00,8621.00,,825.00
1.00,4/26/1970 0:00:00,"1145","CST",115.00,"ST. CLAIR","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3330.00,8605.00,0.00,0.00,,826.00
1.00,4/26/1970 0:00:00,"1215","CST",121.00,"TALLADEGA","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3330.00,8600.00,0.00,0.00,,827.00
1.00,4/26/1970 0:00:00,"1300","CST",111.00,"RANDOLPH","AL","TORNADO",0.00,,,,,0.00,,0.00,,,1.00,33.00,"2",0.00,0.00,2.00,25.00,"K",0.00,,,,,3315.00,8531.00,0.00,0.00,,828.00
1.00,5/16/1970 0:00:00,"1530","CST",5.00,"BARBOUR","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,,,,3154.00,8511.00,0.00,0.00,,829.00
1.00,5/16/1970 0:00:00,"1530","CST",5.00,"BARBOUR","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3154.00,8511.00,0.00,0.00,,830.00
1.00,5/25/1970 0:00:00,"1615","CST",43.00,"CULLMAN","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3412.00,8647.00,0.00,0.00,,831.00
1.00,5/25/1970 0:00:00,"1721","CST",33.00,"COLBERT","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,60.00,0.00,0.00,0.00,,0.00,,,,,3447.00,8735.00,0.00,0.00,,832.00
1.00,5/28/1970 0:00:00,"1720","CST",73.00,"JEFFERSON","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,100.00,0.00,0.00,0.00,,0.00,,,,,3323.00,8700.00,0.00,0.00,,833.00
1.00,6/2/1970 0:00:00,"0730","CST",3.00,"BALDWIN","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"2",0.00,0.00,0.00,25.00,"K",0.00,,,,,3036.00,8753.00,0.00,0.00,,834.00
1.00,6/13/1970 0:00:00,"1330","CST",0.00,,"AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3335.00,8547.00,0.00,0.00,,835.00
1.00,6/20/1970 0:00:00,"1300","CST",83.00,"LIMESTONE","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,200.00,0.00,0.00,0.00,,0.00,,,,,3435.00,8647.00,0.00,0.00,,836.00
1.00,6/20/1970 0:00:00,"1327","CST",0.00,,"AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,275.00,0.00,0.00,0.00,,0.00,,,,,3335.00,8547.00,0.00,0.00,,837.00
1.00,6/20/1970 0:00:00,"1405","CST",29.00,"CLEBURNE","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,,,,3342.00,8535.00,0.00,0.00,,838.00
1.00,6/20/1970 0:00:00,"1432","CST",0.00,,"AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,50.00,0.00,0.00,0.00,,0.00,,,,,3335.00,8547.00,0.00,0.00,,839.00
1.00,6/20/1970 0:00:00,"1450","CST",29.00,"CLEBURNE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3353.00,8530.00,0.00,0.00,,840.00
1.00,6/21/1970 0:00:00,"1900","CST",43.00,"CULLMAN","AL","TORNADO",0.00,,,,,0.00,,0.00,,,3.80,33.00,"2",0.00,0.00,0.00,250.00,"K",0.00,,,,,3406.00,8652.00,3408.00,8649.00,,841.00
1.00,7/3/1970 0:00:00,"2315","CST",83.00,"LIMESTONE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3447.00,8700.00,0.00,0.00,,842.00
1.00,7/4/1970 0:00:00,"1400","CST",17.00,"CHAMBERS","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3253.00,8511.00,0.00,0.00,,843.00
1.00,7/4/1970 0:00:00,"1535","CST",25.00,"CLARKE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"0",0.00,0.00,0.00,0.25,"K",0.00,,,,,3138.00,8751.00,0.00,0.00,,844.00
1.00,7/9/1970 0:00:00,"1540","CST",97.00,"MOBILE","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,,,,3042.00,8817.00,0.00,0.00,,845.00
1.00,7/10/1970 0:00:00,"1730","CST",69.00,"HOUSTON","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,100.00,0.00,0.00,0.00,,0.00,,,,,3117.00,8524.00,0.00,0.00,,846.00
1.00,7/16/1970 0:00:00,"1630","CST",81.00,"LEE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3235.00,8524.00,0.00,0.00,,847.00
1.00,7/20/1970 0:00:00,"1415","CST",79.00,"LAWRENCE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3430.00,8717.00,0.00,0.00,,848.00
1.00,7/20/1970 0:00:00,"1800","CST",73.00,"JEFFERSON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3323.00,8700.00,0.00,0.00,,849.00
1.00,7/28/1970 0:00:00,"1550","CST",109.00,"PIKE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,52.00,0.00,0.00,0.00,,0.00,,,,,3147.00,8600.00,0.00,0.00,,850.00
1.00,8/1/1970 0:00:00,"1305","CST",73.00,"JEFFERSON","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,75.00,0.00,0.00,0.00,,0.00,,,,,3335.00,8647.00,0.00,0.00,,851.00
1.00,8/1/1970 0:00:00,"1845","CST",103.00,"MORGAN","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3433.00,8652.00,0.00,0.00,,852.00
1.00,8/7/1970 0:00:00,"1930","CST",51.00,"ELMORE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3230.00,8611.00,0.00,0.00,,853.00
1.00,8/11/1970 0:00:00,"0010","CST",71.00,"JACKSON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3435.00,8600.00,0.00,0.00,,854.00
1.00,10/19/1970 0:00:00,"2030","CST",97.00,"MOBILE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3042.00,8805.00,0.00,0.00,,855.00
1.00,11/9/1970 0:00:00,"2030","CST",79.00,"LAWRENCE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3442.00,8717.00,0.00,0.00,,856.00
1.00,11/14/1970 0:00:00,"0210","CST",99.00,"MONROE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3136.00,8717.00,0.00,0.00,,857.00
1.00,11/19/1970 0:00:00,"2300","CST",127.00,"WALKER","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3335.00,8711.00,0.00,0.00,,858.00
1.00,11/20/1970 0:00:00,"0030","CST",73.00,"JEFFERSON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3335.00,8647.00,0.00,0.00,,859.00
1.00,12/16/1970 0:00:00,"0230","CST",53.00,"ESCAMBIA","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3106.00,8705.00,0.00,0.00,,860.00
1.00,1/4/1971 0:00:00,"1200","CST",41.00,"CRENSHAW","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3142.00,8624.00,0.00,0.00,,861.00
1.00,1/15/1971 0:00:00,"0919","CST",101.00,"MONTGOMERY","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,58.00,0.00,0.00,0.00,,0.00,,,,,3217.00,8624.00,0.00,0.00,,862.00
1.00,1/15/1971 0:00:00,"1030","CST",53.00,"ESCAMBIA","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3100.00,8711.00,0.00,0.00,,863.00
1.00,1/15/1971 0:00:00,"1050","CST",5.00,"BARBOUR","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3147.00,8511.00,0.00,0.00,,864.00
1.00,1/15/1971 0:00:00,"1115","CST",69.00,"HOUSTON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,55.00,0.00,0.00,0.00,,0.00,,,,,3117.00,8524.00,0.00,0.00,,865.00
1.00,1/25/1971 0:00:00,"1500","CST",9.00,"BLOUNT","AL","TORNADO",0.00,,,,,0.00,,0.00,,,2.00,33.00,"0",0.00,0.00,0.00,25.00,"K",0.00,,,,,3358.00,8637.00,0.00,0.00,,866.00
1.00,1/25/1971 0:00:00,"1615","CST",29.00,"CLEBURNE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,1.00,33.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3338.00,8536.00,0.00,0.00,,867.00
1.00,2/4/1971 0:00:00,"1945","CST",93.00,"MARION","AL","TORNADO",0.00,,,,,0.00,,0.00,,,24.50,750.00,"3",0.00,0.00,12.00,25.00,"K",0.00,,,,,3402.00,8757.00,3418.00,8740.00,,868.00
1.00,2/4/1971 0:00:00,"2015","CST",59.00,"FRANKLIN","AL","TORNADO",0.00,,,,,0.00,,0.00,,,9.60,750.00,"3",0.00,1.00,1.00,25.00,"K",0.00,,,,,3418.00,8740.00,3423.00,8732.00,,869.00
1.00,2/4/1971 0:00:00,"2050","CST",83.00,"LIMESTONE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3447.00,8700.00,0.00,0.00,,870.00
1.00,2/5/1971 0:00:00,"0200","CST",87.00,"MACON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3230.00,8554.00,0.00,0.00,,871.00
1.00,2/7/1971 0:00:00,"0205","CST",69.00,"HOUSTON","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,,,,3112.00,8511.00,0.00,0.00,,872.00
1.00,2/7/1971 0:00:00,"0215","CST",69.00,"HOUSTON","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,200.00,0.00,0.00,0.00,,0.00,,,,,3100.00,8517.00,0.00,0.00,,873.00
1.00,2/12/1971 0:00:00,"0855","CST",97.00,"MOBILE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,1.00,33.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3049.00,8822.00,0.00,0.00,,874.00
1.00,2/20/1971 0:00:00,"1030","CST",3.00,"BALDWIN","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3042.00,8747.00,0.00,0.00,,875.00
1.00,2/21/1971 0:00:00,"2245","CST",93.00,"MARION","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3400.00,8747.00,0.00,0.00,,876.00
1.00,2/21/1971 0:00:00,"2245","CST",57.00,"FAYETTE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3353.00,8747.00,0.00,0.00,,877.00
1.00,2/21/1971 0:00:00,"2325","CST",125.00,"TUSCALOOSA","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,50.00,0.00,0.00,0.00,,0.00,,,,,3312.00,8735.00,0.00,0.00,,878.00
1.00,2/22/1971 0:00:00,"0013","CST",73.00,"JEFFERSON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3335.00,8700.00,0.00,0.00,,879.00
1.00,2/22/1971 0:00:00,"0053","CST",73.00,"JEFFERSON","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,,,,3335.00,8647.00,0.00,0.00,,880.00
1.00,2/22/1971 0:00:00,"0100","CST",43.00,"CULLMAN","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3417.00,8635.00,0.00,0.00,,881.00
1.00,2/22/1971 0:00:00,"0200","CST",15.00,"CALHOUN","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3347.00,8554.00,0.00,0.00,,882.00
1.00,2/26/1971 0:00:00,"1100","CST",63.00,"GREENE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,4.30,50.00,"3",0.00,0.00,0.00,250.00,"K",0.00,,,,,3249.00,8756.00,3250.00,8752.00,,883.00
1.00,2/26/1971 0:00:00,"1200","CST",131.00,"WILCOX","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3200.00,8735.00,0.00,0.00,,884.00
1.00,2/26/1971 0:00:00,"1230","CST",73.00,"JEFFERSON","AL","TORNADO",0.00,,,,,0.00,,0.00,,,2.00,50.00,"1",0.00,3.00,0.00,25.00,"K",0.00,,,,,3334.00,8640.00,0.00,0.00,,885.00
1.00,2/26/1971 0:00:00,"1255","CST",101.00,"MONTGOMERY","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3217.00,8624.00,0.00,0.00,,886.00
1.00,2/26/1971 0:00:00,"1400","CST",111.00,"RANDOLPH","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"0",0.00,0.00,0.00,25.00,"K",0.00,,,,,3308.00,8523.00,0.00,0.00,,887.00
1.00,2/26/1971 0:00:00,"1405","CST",17.00,"CHAMBERS","AL","TORNADO",0.00,,,,,0.00,,0.00,,,7.30,50.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3239.00,8534.00,3241.00,8527.00,,888.00
1.00,2/26/1971 0:00:00,"1415","CST",17.00,"CHAMBERS","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3247.00,8511.00,0.00,0.00,,889.00
1.00,2/26/1971 0:00:00,"1423","CST",109.00,"PIKE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3147.00,8600.00,0.00,0.00,,890.00
1.00,3/1/1971 0:00:00,"1600","CST",35.00,"CONECUH","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3130.00,8654.00,0.00,0.00,,891.00
1.00,3/1/1971 0:00:00,"1615","CST",69.00,"HOUSTON","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"2",0.00,0.00,0.00,25.00,"K",0.00,,,,,3113.00,8524.00,0.00,0.00,,892.00
1.00,3/1/1971 0:00:00,"2125","CST",81.00,"LEE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3230.00,8505.00,0.00,0.00,,893.00
1.00,3/2/1971 0:00:00,"1000","CST",109.00,"PIKE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,23.80,33.00,"3",0.00,0.00,0.00,25.00,"K",0.00,,,,,3141.00,8558.00,3144.00,8534.00,,894.00
1.00,3/2/1971 0:00:00,"2120","CST",25.00,"CLARKE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,4.90,100.00,"3",0.00,0.00,0.00,250.00,"K",0.00,,,,,3154.00,8749.00,3155.00,8744.00,,895.00
1.00,3/3/1971 0:00:00,"0400","CST",109.00,"PIKE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,2.00,33.00,"3",0.00,0.00,0.00,25.00,"K",0.00,,,,,3143.00,8549.00,0.00,0.00,,896.00
1.00,3/6/1971 0:00:00,"1430","CST",79.00,"LAWRENCE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3442.00,8717.00,0.00,0.00,,897.00
1.00,3/6/1971 0:00:00,"1445","CST",83.00,"LIMESTONE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3447.00,8705.00,0.00,0.00,,898.00
1.00,3/6/1971 0:00:00,"1559","CST",125.00,"TUSCALOOSA","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,50.00,0.00,0.00,0.00,,0.00,,,,,3312.00,8735.00,0.00,0.00,,899.00
1.00,3/6/1971 0:00:00,"1630","CST",73.00,"JEFFERSON","AL","TORNADO",0.00,,,,,0.00,,0.00,,,4.90,300.00,"2",0.00,0.00,2.00,25.00,"K",0.00,,,,,3341.00,8636.00,3343.00,8632.00,,900.00
1.00,3/6/1971 0:00:00,"1630","CST",73.00,"JEFFERSON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3323.00,8700.00,0.00,0.00,,901.00
1.00,3/6/1971 0:00:00,"1720","CST",117.00,"SHELBY","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3323.00,8624.00,0.00,0.00,,902.00
1.00,3/13/1971 0:00:00,"0800","CST",47.00,"DALLAS","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,75.00,0.00,0.00,0.00,,0.00,,,,,3217.00,8700.00,0.00,0.00,,903.00
1.00,3/15/1971 0:00:00,"0950","CST",109.00,"PIKE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3147.00,8547.00,0.00,0.00,,904.00
1.00,3/22/1971 0:00:00,"1522","CST",117.00,"SHELBY","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,100.00,0.00,0.00,0.00,,0.00,,,,,3312.00,8635.00,0.00,0.00,,905.00
